Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Gender_Male,School_Type_Public,Internet_Access_Yes,Extracurricular_Activities_Yes,Learning_Disabilities_Yes
24,96,1,2,5,69,1,1,0,1,2,4,0,0,72,1,1,1,1,0
32,84,1,1,8,87,1,2,1,1,2,1,0,2,70,1,1,0,1,0
15,98,1,2,8,61,1,4,0,1,2,2,0,1,70,0,1,1,0,0
18,100,1,1,6,88,1,2,1,1,1,2,1,1,71,1,1,1,0,0
21,75,2,2,7,83,0,1,1,1,2,2,1,0,68,0,1,1,0,0
24,72,1,1,7,75,1,3,2,1,1,2,1,0,68,0,0,1,0,0
19,94,2,2,7,99,1,0,0,1,1,1,0,0,70,1,1,1,0,1
15,100,2,2,8,94,2,2,1,2,0,3,1,0,73,1,1,1,0,0
25,85,2,1,6,78,0,2,1,2,1,1,0,2,69,0,1,1,0,0
24,92,1,2,8,78,2,0,1,1,1,3,0,0,71,1,1,1,0,0
15,91,0,1,6,64,0,1,0,2,2,3,0,0,64,1,1,1,0,1
28,74,1,1,9,96,0,0,1,1,1,3,0,0,68,0,0,1,0,0
27,83,1,1,10,95,1,0,2,0,1,4,0,1,69,0,0,1,0,0
21,93,2,0,6,87,1,1,0,2,2,2,0,0,70,0,1,1,0,0
20,88,1,1,5,56,1,1,0,1,1,4,0,0,67,0,1,1,0,0
23,61,1,2,8,85,1,1,1,2,2,0,0,0,66,1,0,1,1,0
15,73,1,2,7,63,1,2,1,1,1,5,2,1,65,1,1,1,0,0
20,66,1,2,8,59,0,4,1,1,2,3,1,0,66,1,1,1,1,0
7,69,0,1,6,88,1,0,0,2,0,4,2,0,61,0,0,1,1,0
25,96,0,1,7,98,1,0,0,1,2,2,0,0,71,0,1,1,0,0
11,61,2,0,6,55,1,5,2,0,1,3,0,2,60,1,1,1,1,0
29,69,1,1,7,58,1,1,0,0,2,2,1,0,66,1,1,1,1,0
18,72,0,0,5,61,0,1,1,1,0,4,1,1,61,1,0,1,1,0
19,85,1,1,7,98,2,2,1,1,0,3,0,1,68,0,1,1,1,1
16,81,1,2,5,85,2,2,0,1,2,3,1,0,68,1,1,0,1,0
18,69,1,1,6,84,1,2,0,1,2,4,0,0,65,1,1,1,1,0
29,67,2,0,7,75,1,3,0,1,1,1,0,0,65,0,1,0,0,0
5,69,1,1,8,77,1,2,0,2,0,2,1,0,60,0,1,0,1,0
28,80,0,1,8,65,0,2,0,1,1,2,1,0,67,1,0,1,0,0
22,71,2,1,8,58,1,2,0,1,0,4,1,0,65,0,1,0,0,0
13,98,2,1,5,89,2,1,2,1,0,3,0,0,70,1,1,1,1,0
14,79,1,1,9,74,1,1,1,1,1,4,0,0,64,1,1,1,0,0
30,62,1,2,6,63,1,2,0,2,2,4,0,1,68,1,1,1,1,0
14,89,2,1,6,82,2,2,1,1,0,4,1,1,69,0,1,1,0,0
13,73,1,2,7,60,2,0,2,2,1,3,1,0,65,0,1,1,1,0
27,86,1,1,6,74,1,2,2,2,1,3,0,0,71,1,0,1,0,0
22,71,1,1,8,60,0,1,1,2,1,4,0,1,65,0,1,1,1,0
14,83,1,2,8,88,0,0,2,1,0,2,0,1,65,1,1,1,1,1
21,91,1,1,6,66,2,0,1,1,2,2,1,2,68,0,1,1,1,1
14,97,1,0,7,72,2,1,0,0,1,3,0,0,66,0,1,1,0,0
27,70,0,0,7,88,1,1,2,1,1,3,0,0,65,1,1,0,1,0
26,73,2,2,8,83,0,2,1,1,2,4,1,0,71,1,1,1,1,0
23,79,0,1,6,70,1,3,1,2,0,4,2,1,68,0,1,1,1,0
22,97,1,1,6,54,1,2,2,1,1,2,1,0,70,1,1,0,1,0
31,96,1,0,5,96,0,3,0,2,1,2,1,0,74,0,0,1,0,0
20,64,2,0,6,50,2,0,0,1,1,2,0,0,62,1,0,1,1,0
13,65,1,2,5,87,0,1,1,1,2,2,0,1,61,0,1,1,0,1
23,80,2,2,6,97,1,0,1,1,1,3,0,0,70,1,0,1,1,0
33,64,0,1,9,65,1,0,1,1,0,2,1,1,65,1,1,1,1,0
14,74,1,1,8,54,2,2,0,0,1,2,0,1,62,1,1,1,1,0
18,66,2,2,9,62,1,2,2,1,1,4,0,1,65,0,1,1,0,0
22,85,2,1,6,66,0,0,0,1,2,4,1,0,68,1,0,1,0,0
20,98,1,2,4,73,1,2,1,0,2,1,0,2,70,1,0,1,1,0
14,100,1,0,7,76,0,1,1,1,1,3,2,0,68,0,0,1,0,0
27,75,0,1,10,86,1,3,1,1,2,6,2,0,69,0,0,0,0,0
34,84,1,2,6,95,1,1,0,1,1,3,2,2,73,1,0,1,1,0
21,94,1,1,7,73,1,1,1,1,2,5,1,0,71,0,0,1,1,0
15,65,0,2,5,87,1,0,0,2,1,4,0,0,63,0,0,1,1,0
11,88,2,1,7,56,0,2,1,1,1,2,1,0,66,1,1,1,1,0
22,76,2,0,7,66,0,1,0,2,2,4,2,0,67,1,0,1,1,0
27,68,0,2,4,56,1,0,0,2,1,1,0,0,64,0,1,1,0,0
23,76,1,0,5,85,1,1,1,0,1,3,0,0,66,0,1,1,1,0
20,63,2,2,5,95,1,2,2,2,2,3,1,0,69,1,1,1,1,0
16,88,1,2,5,94,2,4,1,1,2,6,1,1,72,1,0,1,1,0
13,70,1,2,6,66,1,1,1,1,0,4,0,0,63,1,1,1,1,0
25,72,1,2,8,62,1,2,0,1,2,2,0,0,67,0,1,1,1,0
25,65,0,1,6,64,1,1,1,1,0,4,1,0,64,1,0,1,0,0
11,95,1,1,9,64,2,4,0,1,2,4,0,1,68,1,1,1,1,0
30,80,2,2,6,54,2,1,2,1,2,3,0,1,71,0,1,1,0,0
23,83,1,0,7,57,1,2,1,2,2,4,0,1,67,0,1,0,1,0
28,83,1,0,8,61,1,1,0,1,0,5,2,0,67,1,0,1,0,1
12,76,1,1,9,50,1,2,1,2,0,3,1,0,64,1,1,1,1,0
12,68,2,0,6,52,0,5,2,2,1,3,1,0,63,1,1,1,0,0
19,90,2,2,8,85,1,2,1,1,1,4,1,0,72,1,1,1,0,0
23,65,0,1,6,81,0,2,0,1,1,2,0,0,63,0,1,1,1,0
31,64,2,1,10,97,0,2,1,1,0,4,0,2,67,0,0,1,0,0
24,88,0,1,5,70,1,1,0,1,2,2,2,0,68,1,0,0,1,0
19,68,0,2,8,72,2,2,0,2,1,3,1,2,64,1,0,1,1,0
14,72,1,2,9,53,1,4,1,1,0,3,2,0,65,1,1,1,0,0
27,79,1,0,5,58,2,2,1,1,1,1,2,2,68,0,0,1,1,0
14,78,1,2,8,85,1,2,0,1,0,4,0,0,66,1,0,1,1,0
30,88,1,1,6,62,2,4,0,1,2,5,1,2,73,0,0,1,1,0
18,85,0,1,10,89,1,1,2,1,2,3,0,0,68,0,0,1,1,0
30,86,1,2,4,85,2,2,1,1,1,5,2,2,72,1,0,1,0,1
24,89,1,1,5,87,1,3,2,1,1,0,0,0,70,0,1,0,1,0
19,72,1,1,5,85,2,1,0,1,1,4,1,0,66,0,0,1,1,0
17,73,0,1,5,85,2,3,1,1,2,1,1,0,66,0,1,1,1,0
18,78,0,0,8,77,1,2,1,2,1,4,1,0,66,0,0,1,1,0
23,72,2,0,10,84,0,2,0,1,0,2,0,1,65,1,1,1,1,0
20,99,2,0,9,76,2,2,0,1,1,5,1,2,71,1,1,1,1,0
16,93,0,1,7,60,1,1,1,1,2,1,0,1,66,0,1,1,1,0
19,67,1,0,7,61,2,1,1,1,1,4,1,1,63,0,0,1,0,0
20,60,1,1,6,70,1,2,0,1,1,3,2,0,63,0,1,1,1,1
7,62,2,1,8,51,0,0,1,0,2,3,1,1,58,1,1,1,1,0
23,70,1,2,7,94,0,3,1,2,1,3,0,0,68,0,1,1,0,0
14,65,2,1,7,63,1,2,0,1,1,3,0,1,61,1,1,1,0,0
13,81,1,2,6,53,0,2,0,1,2,4,0,0,65,1,1,1,0,0
10,94,2,0,5,71,1,1,2,1,2,3,0,1,67,1,1,1,0,0
9,89,0,2,7,91,1,1,2,0,1,3,2,0,67,1,1,1,1,0
12,69,2,0,7,70,1,1,1,1,2,4,0,0,62,1,0,1,0,0
16,76,1,2,6,63,2,0,0,1,2,1,0,0,86,0,1,1,1,0
32,80,2,1,6,77,0,0,1,1,1,5,1,0,71,1,1,1,0,0
17,92,1,1,8,79,1,1,0,1,2,3,2,0,70,1,1,1,1,0
21,94,1,1,8,88,1,1,1,1,2,3,1,0,71,1,1,1,0,0
22,96,2,0,10,90,2,2,0,1,1,3,1,1,71,1,1,1,0,1
21,80,2,2,9,85,0,1,2,1,0,3,1,0,70,0,1,1,1,0
20,88,1,2,5,50,1,2,0,1,1,5,0,1,67,1,1,0,1,0
13,64,1,0,7,50,2,0,1,0,2,4,0,0,60,1,1,1,1,0
29,83,2,2,5,99,1,0,1,2,1,4,1,0,73,0,1,1,0,0
31,70,2,0,4,63,2,1,1,1,1,2,0,0,67,0,1,1,1,1
10,77,0,2,10,64,2,1,0,1,0,3,1,0,62,0,0,1,1,1
14,85,1,2,9,87,2,0,1,1,0,3,1,0,67,0,1,1,0,0
18,70,2,0,6,79,1,1,1,2,2,2,1,0,65,0,1,1,0,0
14,62,1,1,9,73,1,1,0,1,1,6,0,0,61,1,1,1,0,0
23,60,2,1,9,56,0,0,0,1,0,4,0,1,61,0,0,0,1,0
16,61,2,1,4,54,0,1,0,1,1,2,0,0,60,0,0,1,0,0
33,60,2,2,8,85,0,4,0,0,0,3,0,0,68,1,1,1,0,0
27,64,2,1,6,56,0,0,0,2,1,5,1,1,65,0,1,1,1,0
21,70,2,2,8,72,0,3,1,0,1,1,2,1,67,0,1,1,1,0
26,69,2,0,10,87,0,2,1,0,2,2,2,0,67,1,1,1,0,0
27,99,2,1,9,96,0,0,2,1,2,2,1,1,74,1,0,1,0,0
17,72,0,1,7,94,0,4,1,1,2,2,0,2,64,0,1,1,0,0
15,65,1,2,9,93,0,2,0,0,1,3,1,0,64,1,0,1,1,0
20,82,1,0,4,68,1,2,0,2,1,3,0,0,67,1,1,1,1,0
25,94,2,2,8,96,2,6,1,1,0,3,0,2,74,0,1,1,0,1
21,87,1,1,8,84,2,1,0,0,2,2,1,0,69,1,0,1,1,0
11,72,0,1,8,94,2,1,0,0,2,2,0,0,62,1,1,1,0,0
15,82,1,1,6,54,1,1,1,1,2,2,1,0,66,0,1,1,1,0
20,89,2,2,8,52,0,2,1,1,0,3,1,1,69,0,1,1,1,0
20,89,2,1,8,71,1,1,1,1,0,1,2,2,68,1,1,1,1,0
32,87,2,1,4,91,1,2,2,1,1,2,0,1,74,0,1,1,1,0
12,95,1,1,7,70,1,4,1,2,2,3,0,2,68,1,1,1,0,0
23,95,1,1,6,94,2,2,1,1,1,3,0,0,73,1,1,1,1,0
29,83,1,0,8,62,0,4,2,1,0,5,1,0,70,1,1,1,0,0
34,77,1,2,9,52,1,0,1,1,1,4,0,1,69,0,0,1,0,0
18,86,1,1,6,88,1,2,1,2,1,2,1,2,68,1,1,1,1,0
23,93,1,2,5,81,2,2,0,1,0,1,1,0,71,1,0,1,0,0
23,60,0,1,7,72,0,3,2,1,1,2,1,0,64,0,1,1,0,0
21,100,1,1,5,92,0,3,0,0,2,3,2,0,71,1,1,1,0,1
19,67,1,1,7,91,1,1,0,2,1,3,0,0,65,0,1,1,0,0
23,79,0,1,7,66,2,1,2,1,2,3,2,0,68,1,0,1,1,0
5,95,1,2,8,92,0,1,0,2,1,2,1,0,67,0,0,1,1,0
24,69,1,2,7,67,1,2,1,2,0,4,2,2,67,1,1,1,1,0
21,79,1,0,7,81,0,2,1,1,1,4,0,0,67,1,1,1,1,0
19,65,1,2,9,60,0,1,0,1,1,3,2,1,63,1,1,1,1,0
32,76,1,1,7,63,1,0,1,0,2,3,0,0,68,0,1,1,0,0
16,67,2,2,6,72,1,1,0,2,2,3,2,0,66,0,1,1,1,0
18,75,1,1,7,66,2,1,2,2,2,4,0,0,67,1,1,1,1,0
32,75,1,0,6,56,1,3,1,1,1,2,1,1,68,0,1,1,1,0
15,100,2,1,5,74,1,2,2,1,1,3,2,0,72,1,0,1,1,0
17,100,1,1,5,76,0,3,0,2,1,3,2,1,70,0,0,1,0,0
19,65,0,2,9,58,0,3,1,1,0,4,0,1,62,0,1,1,0,0
25,89,1,0,6,59,1,2,0,1,1,2,1,0,69,0,1,1,1,0
21,62,1,0,7,51,0,0,0,1,2,4,0,0,61,0,0,1,1,0
12,61,1,0,7,52,0,2,0,1,2,2,0,1,58,0,1,1,1,0
17,64,0,1,7,68,1,5,1,1,1,3,0,0,63,1,0,1,0,0
16,99,2,1,9,57,2,4,1,1,2,3,1,0,71,0,1,0,0,0
20,98,0,1,7,96,0,1,0,2,2,3,1,0,70,0,1,0,1,0
23,68,2,1,6,60,1,1,0,1,1,3,0,0,64,0,1,1,0,0
23,66,2,0,6,53,0,2,1,1,2,1,1,2,63,1,1,1,0,0
9,70,2,1,8,70,0,1,1,1,2,3,1,0,63,1,1,1,1,0
26,81,2,0,8,60,2,2,0,2,2,5,2,0,71,0,1,1,0,0
22,83,0,2,8,53,1,0,0,0,0,2,2,0,65,0,1,0,1,0
28,69,2,2,7,88,0,2,0,1,1,2,0,1,68,1,1,1,0,0
23,90,1,2,5,78,2,1,1,1,1,3,0,1,70,1,0,0,1,0
27,72,2,2,8,53,1,3,1,0,1,3,0,2,68,0,1,1,1,0
23,97,1,2,7,73,1,3,0,1,0,1,0,1,69,1,0,0,0,0
28,86,1,1,7,52,1,0,1,1,2,5,1,0,70,1,1,1,1,0
23,77,2,1,5,68,0,0,2,2,2,3,0,0,67,1,0,1,0,1
19,92,0,2,6,68,1,2,1,1,1,2,0,0,69,0,1,1,1,0
34,93,0,1,6,91,0,2,2,1,1,3,0,1,73,0,1,1,0,0
25,72,1,1,8,87,0,3,1,0,2,3,2,1,68,1,1,1,1,0
23,74,2,1,8,95,1,2,0,1,0,2,1,2,67,0,1,1,0,0
12,97,1,2,7,57,0,0,0,1,2,4,1,1,67,0,0,1,1,0
12,67,1,2,8,77,1,2,0,2,2,3,1,0,64,1,0,1,1,0
22,62,2,1,9,51,1,2,0,1,1,2,0,0,63,1,1,1,0,0
21,78,0,2,8,91,1,1,1,0,0,5,2,0,67,0,0,0,0,0
16,92,1,2,8,68,1,1,1,2,2,2,0,0,70,1,1,1,1,0
21,91,2,1,6,53,2,1,1,1,2,3,2,0,71,0,1,1,1,0
30,97,1,2,6,66,2,1,1,1,1,2,1,0,74,1,0,1,1,0
24,81,1,2,9,64,2,2,2,0,2,3,0,0,70,1,1,1,1,0
13,64,0,0,6,88,1,1,1,1,1,2,1,1,59,0,1,1,0,0
19,84,0,1,8,56,1,0,0,1,1,3,0,0,64,1,0,1,1,1
15,91,0,1,10,78,0,2,1,2,1,3,0,0,67,0,1,1,0,0
18,64,1,1,8,90,1,1,0,1,1,3,0,0,63,1,1,1,1,0
18,67,0,2,7,87,1,5,0,0,2,2,1,0,66,1,1,1,1,0
17,60,1,1,5,97,1,1,1,1,0,4,1,2,62,1,0,1,1,0
12,84,0,1,7,50,1,3,2,2,1,3,0,0,65,1,1,1,0,0
19,95,2,2,9,68,1,3,2,1,2,4,1,2,73,1,1,1,1,0
17,87,2,2,7,68,2,1,1,2,2,2,0,0,70,1,1,1,1,0
2,99,1,0,9,52,0,0,1,1,1,4,0,0,62,1,1,1,1,0
32,63,1,2,8,91,1,2,2,0,2,5,0,0,68,0,1,0,0,1
27,96,2,0,7,84,1,1,2,1,1,3,1,0,74,1,1,1,1,0
18,93,1,1,7,76,0,2,1,1,1,4,0,0,96,0,0,1,0,0
20,73,2,2,5,70,2,1,0,2,0,2,0,1,66,1,1,1,0,0
13,99,0,2,6,95,1,0,0,1,2,4,2,0,69,1,1,0,1,0
30,72,2,2,6,63,1,1,0,1,1,3,2,0,70,0,1,1,1,0
31,96,1,0,8,67,1,2,1,1,1,3,1,0,73,1,0,1,1,0
21,95,0,0,7,98,0,1,0,2,2,2,0,0,69,1,1,1,0,0
26,90,2,2,9,53,1,1,0,1,1,4,0,2,71,1,0,1,1,0
21,83,2,0,7,89,0,0,0,0,1,2,1,1,65,0,1,0,1,0
12,65,1,0,6,86,1,1,1,1,2,3,2,0,62,0,1,1,1,0
18,81,2,2,6,95,0,1,1,1,2,3,0,0,69,1,1,1,0,0
21,74,0,1,6,55,2,3,0,1,2,2,1,0,65,1,1,1,0,0
17,92,1,1,7,99,1,1,1,1,1,2,1,2,68,0,1,1,0,0
19,90,0,0,6,51,2,1,0,1,0,3,2,0,65,1,1,1,1,1
19,96,1,2,5,67,1,4,2,1,1,1,0,1,72,1,0,1,1,0
20,61,2,2,9,54,1,2,2,1,2,4,2,0,67,1,0,1,1,0
20,92,1,0,7,53,1,2,1,2,2,2,1,2,68,1,0,1,0,0
14,98,0,1,7,98,1,0,1,2,2,3,0,0,68,1,1,0,0,0
16,92,1,1,6,86,0,2,1,1,1,3,1,0,66,0,0,0,0,1
12,65,1,2,5,75,2,0,2,1,0,2,0,1,62,1,0,1,1,0
26,63,1,1,7,55,1,2,1,2,1,4,0,2,65,1,1,1,1,0
7,61,0,2,4,76,2,1,1,1,2,5,0,2,60,0,0,1,1,0
27,85,2,1,8,66,1,2,0,2,1,4,0,1,70,1,0,1,1,1
28,85,1,1,6,64,0,1,0,1,1,1,0,1,68,1,1,1,1,0
18,99,1,2,7,81,0,1,1,1,1,3,2,0,72,1,1,1,1,0
4,76,1,1,8,90,1,2,2,1,2,2,0,1,63,0,1,1,1,0
18,73,1,2,7,72,0,1,1,1,1,1,0,1,63,1,0,1,1,1
20,85,0,1,5,75,0,1,1,1,1,2,1,0,67,1,1,1,1,0
14,93,1,0,9,83,0,4,1,1,1,2,2,0,68,0,1,1,1,0
17,97,1,1,5,56,0,2,2,1,2,3,0,0,69,0,1,1,0,0
29,92,2,1,4,91,0,1,2,2,1,4,0,0,75,0,1,1,1,0
24,77,0,1,8,92,2,0,2,1,1,3,0,1,67,1,1,1,0,0
14,85,2,2,5,77,1,2,0,2,2,3,0,0,69,1,1,1,1,0
10,94,0,1,9,59,0,0,1,1,2,2,2,0,65,1,1,1,0,0
18,80,0,2,8,75,1,2,1,1,0,4,0,0,65,1,1,0,1,0
19,69,1,1,7,55,0,1,0,1,2,4,1,0,63,0,1,1,1,0
23,67,0,1,6,88,1,2,1,1,1,4,0,0,65,1,0,1,0,0
17,60,1,0,6,66,1,0,0,1,2,2,0,2,58,0,1,1,0,0
23,89,2,2,6,66,0,0,0,2,2,3,0,1,70,1,0,1,1,0
32,64,0,0,6,97,1,1,1,0,1,5,1,1,66,1,1,1,1,0
25,70,1,0,9,71,1,2,0,1,0,2,1,0,63,0,1,0,0,0
20,72,1,0,6,89,0,1,0,1,0,3,0,2,62,1,0,1,1,0
19,82,1,1,8,82,2,2,1,1,2,3,1,1,69,0,0,1,1,0
18,76,1,1,9,66,2,1,2,2,2,3,0,0,66,0,1,1,0,0
27,87,2,0,6,56,1,0,0,2,1,2,0,1,68,1,1,1,0,0
16,62,0,1,8,90,0,2,2,1,1,2,2,2,62,1,1,1,1,0
20,65,2,1,6,88,1,0,1,2,0,4,0,0,64,1,1,1,0,1
20,80,1,2,7,58,0,0,1,1,1,2,1,0,65,0,1,0,1,0
17,73,1,2,6,62,0,2,0,1,0,3,1,2,64,1,0,1,1,0
12,72,1,1,6,88,2,2,2,1,2,3,0,0,65,0,1,1,0,0
22,63,1,1,7,99,0,3,1,1,1,4,0,1,65,1,0,1,1,0
20,96,0,1,5,92,1,0,1,1,1,3,1,0,70,0,1,1,1,0
23,88,0,2,8,84,2,2,1,1,2,3,2,0,71,0,0,1,0,1
17,65,1,1,5,96,0,2,1,2,2,3,1,1,65,1,1,1,1,0
27,63,2,1,5,64,1,1,2,2,2,4,2,0,67,1,1,0,0,0
15,99,0,2,7,50,2,4,0,1,2,2,0,1,68,1,1,0,1,0
30,87,2,2,6,66,0,1,1,1,1,4,0,0,73,1,1,1,1,0
10,77,1,2,8,99,1,0,1,2,1,4,0,0,64,1,1,1,0,1
23,88,2,2,7,94,0,3,0,1,2,1,0,0,71,1,0,0,0,0
23,90,1,2,5,53,1,2,1,2,2,2,0,0,70,0,0,1,0,0
15,91,0,2,8,75,1,4,1,1,1,1,0,0,68,0,1,1,0,0
23,79,2,1,7,54,1,2,0,1,1,4,1,1,68,0,0,1,1,0
28,77,0,2,7,89,1,3,0,1,2,3,0,2,68,1,1,1,1,1
7,60,1,2,10,69,0,0,0,1,2,3,1,1,59,0,0,1,1,0
23,97,1,1,9,96,1,2,1,2,1,4,1,0,74,1,0,1,1,0
5,84,1,1,7,53,0,1,0,2,2,3,2,1,62,1,1,0,1,0
14,68,2,0,5,87,2,2,1,1,2,3,0,2,64,1,1,1,1,0
30,97,2,2,5,70,1,0,2,1,2,2,2,0,76,1,1,1,0,0
17,97,2,1,9,63,1,2,0,1,2,2,0,0,70,1,1,1,1,0
13,100,2,1,6,76,1,0,0,0,2,5,2,0,69,1,1,0,0,0
19,95,1,1,7,74,2,0,0,2,2,2,0,0,69,0,1,0,1,0
32,100,0,2,5,67,1,4,1,1,2,3,0,2,74,1,1,0,1,0
9,70,2,1,8,82,0,2,2,2,0,2,0,0,62,0,1,0,0,0
14,94,1,1,9,83,2,2,0,2,2,3,2,1,70,1,1,1,0,0
29,93,0,1,9,54,1,4,0,2,2,3,0,0,71,1,1,0,1,0
31,69,1,0,6,80,0,4,1,1,0,2,1,0,68,1,1,1,1,0
19,64,2,0,8,86,0,3,2,1,1,3,2,0,66,0,0,1,1,0
13,99,0,1,7,54,2,3,2,1,0,3,0,2,67,1,1,1,0,0
33,72,2,1,8,83,0,3,0,2,1,4,0,0,71,1,0,1,0,0
30,95,1,1,7,90,1,3,1,1,1,1,0,1,74,1,1,1,1,0
24,60,0,1,6,92,0,3,1,1,2,2,1,0,65,1,1,1,1,0
15,61,2,0,9,52,1,1,1,1,1,3,0,1,60,0,0,1,1,0
20,79,2,2,7,85,0,2,1,1,1,2,1,1,69,1,1,1,1,0
19,70,1,1,6,90,0,2,0,1,2,3,0,1,65,1,0,1,1,0
22,88,1,0,7,70,1,3,0,1,2,2,0,0,69,0,1,1,1,0
29,83,1,0,6,77,2,1,1,1,1,4,0,0,70,1,1,1,1,0
25,63,2,0,8,63,1,0,1,2,2,1,2,0,65,0,0,1,1,1
14,67,0,0,7,66,0,0,0,1,1,4,0,2,57,0,1,1,1,0
28,76,1,1,6,75,0,0,1,2,2,2,0,0,68,0,1,1,1,0
22,67,2,2,10,58,1,2,2,0,1,3,2,0,67,1,1,1,0,0
24,92,1,1,5,69,1,2,1,1,0,4,0,0,70,0,0,1,0,0
29,77,1,1,8,65,1,1,1,1,1,3,0,0,68,1,1,1,1,0
13,64,2,2,7,62,1,1,0,1,1,1,1,1,62,0,1,1,1,0
20,79,2,1,5,74,1,1,0,1,1,5,0,2,67,1,1,1,1,0
17,64,2,2,6,92,1,0,1,1,2,1,2,0,66,1,0,1,1,0
11,65,1,0,5,62,1,2,1,2,1,2,1,2,60,0,1,1,1,0
22,70,2,0,10,83,0,0,1,1,2,2,1,1,65,1,1,1,0,0
35,94,2,1,7,63,1,1,0,2,2,2,1,0,75,0,1,1,1,0
9,97,0,1,7,57,1,4,1,2,1,5,0,2,67,0,1,1,1,0
20,93,1,2,10,97,1,1,0,1,1,2,2,1,71,1,1,1,0,0
24,73,0,0,6,82,1,0,1,1,0,2,0,0,63,1,1,1,1,1
21,71,2,1,9,55,0,2,2,2,2,1,2,1,67,1,1,1,1,0
19,82,2,1,8,82,0,2,0,1,0,4,2,0,68,0,0,1,0,0
12,89,2,0,4,59,0,2,0,2,0,4,0,0,65,1,1,1,1,0
21,100,0,2,6,94,1,1,2,1,2,3,1,1,72,0,1,0,0,0
15,65,1,1,8,62,1,1,1,1,1,4,0,1,61,0,1,1,0,0
7,62,0,2,7,90,1,1,1,0,1,5,1,1,60,0,1,1,0,0
27,88,2,2,7,60,1,2,0,1,2,2,0,0,72,0,1,1,1,0
26,93,1,1,6,78,1,2,1,1,1,3,2,2,72,0,1,1,1,0
20,94,0,1,6,96,1,2,1,1,0,3,1,0,70,1,0,1,1,0
21,87,0,1,7,65,2,2,1,1,0,3,1,0,67,1,1,1,0,1
26,98,1,1,10,54,1,0,0,2,1,1,2,0,71,1,0,1,0,0
21,80,1,0,6,78,1,0,1,1,0,2,2,0,66,0,0,1,1,0
25,97,2,2,6,59,0,0,0,2,2,2,0,0,72,0,1,1,0,0
18,99,1,1,7,86,1,1,2,1,1,4,0,1,70,0,1,0,1,0
28,94,1,0,5,80,1,2,2,1,0,2,0,1,71,0,1,1,1,0
22,72,0,0,8,67,2,2,1,1,0,4,1,2,64,1,1,1,1,0
21,68,1,1,5,85,1,3,2,1,2,2,1,1,66,1,1,0,1,0
12,82,2,0,5,62,0,2,1,1,2,4,0,0,64,1,1,1,0,0
22,78,1,1,5,96,1,0,0,1,1,3,0,1,67,1,1,1,1,0
15,95,0,0,5,67,2,3,1,1,2,3,0,1,67,0,1,1,0,0
16,64,2,0,9,88,1,1,1,2,2,3,0,0,64,1,1,1,0,0
15,70,0,1,8,63,0,0,1,1,2,4,0,1,61,0,0,1,0,0
14,90,2,2,8,86,1,4,1,1,0,2,0,0,99,0,0,1,1,0
33,64,1,1,8,52,0,3,2,1,2,4,0,0,67,1,1,0,0,0
28,73,1,2,7,65,2,3,2,2,2,3,2,0,72,1,1,1,1,0
32,75,0,0,7,55,1,1,1,1,1,4,0,1,66,1,1,1,0,0
13,85,0,2,9,73,2,3,1,2,2,2,2,1,68,1,1,1,1,0
20,66,2,0,9,72,0,1,1,2,2,1,1,0,64,0,1,1,0,0
12,94,2,2,5,68,2,1,2,1,1,2,0,0,69,1,1,1,0,0
16,78,1,2,10,99,0,0,0,1,2,4,0,2,65,0,1,1,0,0
14,97,0,2,5,62,1,1,1,1,1,4,2,2,66,0,1,0,0,1
27,79,2,2,6,90,0,3,1,2,2,4,0,0,73,1,1,1,1,0
18,71,1,1,7,72,0,0,0,1,1,4,0,0,63,0,1,1,1,0
26,66,1,1,7,67,2,3,1,1,0,4,0,1,66,0,1,1,1,0
24,60,1,1,10,60,0,3,0,2,1,2,2,0,65,0,0,1,1,0
34,81,1,1,9,82,0,1,1,2,0,2,0,0,71,1,1,1,1,0
11,64,1,0,8,67,2,1,1,1,1,2,1,0,58,1,1,0,1,1
28,76,1,1,9,91,1,0,0,2,1,3,0,1,68,1,0,1,0,0
27,84,1,1,8,98,1,0,0,1,1,4,0,1,69,1,1,1,0,0
14,71,2,0,6,61,0,0,0,1,2,3,2,0,63,0,1,1,1,0
26,67,1,1,8,56,1,1,1,1,0,5,1,0,66,0,1,1,1,0
22,91,1,1,7,66,1,0,2,2,0,3,1,0,69,0,1,0,1,0
19,98,1,0,6,73,1,3,0,1,0,3,1,0,69,1,0,1,1,0
15,64,2,1,9,65,1,2,1,1,1,2,0,0,63,1,1,1,0,0
16,66,0,2,7,99,1,1,0,1,2,3,1,0,65,0,1,1,1,0
32,98,0,2,5,89,1,2,2,0,2,3,1,0,76,1,0,1,0,0
20,62,2,1,6,98,2,0,2,2,1,3,2,0,67,1,1,1,1,0
25,99,0,1,8,69,1,1,0,2,2,3,2,1,70,1,1,0,0,0
15,60,1,0,9,65,1,1,1,2,0,5,1,1,60,1,1,1,0,0
15,95,2,0,8,70,1,2,2,2,1,3,0,0,68,0,1,1,0,1
26,72,1,1,8,76,1,1,1,1,0,3,2,0,68,1,1,1,1,0
12,98,0,2,6,87,1,2,0,1,1,3,2,0,70,0,0,1,1,0
